SourceOccurrenceId	SourceTaxonId	Kingdom	Phylum	Class	Order/Subclass/Superorder	Superfamily	Family	Species	IUCN Status	Habitat	Citation	ReportedSpeciesName	ReportedSourceFamily	TypeOfIncon	LocalityID	LocalityName	YYYY	DOI	referenceUrl	ReferenceCitation
86	WORMS:570723	Animalia	Mollusca	Gastropoda	Littorinimorpha	Cypraeoidea	Cypraeidae	Nucleolaria nucleus (Linnaeus, 1758)	Not Evaluated	Marine	Wong and Arshad (2011)	Cypraea nucleus Linnaeus, 1758	Ranellidae	Unaccepted (original combination)	1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
87	WORMS:216882	Animalia	Mollusca	Gastropoda	Littorinimorpha	Cypraeoidea	Cypraeidae	Palmadusta asellus (Linnaeus, 1758)	Not Evaluated	Marine	Wong and Arshad (2011)	Cypraea asellus Linnaeus, 1758	Ranellidae	Unaccepted (original combination)	1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
88	WORMS:216894	Animalia	Mollusca	Gastropoda	Littorinimorpha	Cypraeoidea	Cypraeidae	Talparia talpa (Linnaeus, 1758)	Not Evaluated	Marine	Wong and Arshad (2011)	Cypraea talpa Linnaeus, 1758	Ranellidae	Unaccepted (original combination)	1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
89	WORMS:881987	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Auriculastra brachyspira (Möllendorff, 1894)	Not Evaluated	Marine	Raven and Vermeulen (2006)	Auriculastra brachyspira (Möllendorff, 1894)	Ellobiidae		1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
90	WORMS:574837	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Auriculastra duplicata (L. Pfeiffer, 1855)	Not Evaluated	Marine	Raven and Vermeulen (2006)	Auriculastra duplicata (L. Pfeiffer, 1855)	Ellobiidae		1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
91	WORMS:881989	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Auriculastra oparica (H. Adams & A. Adams, 1854)	Not Evaluated	Marine	Raven and Vermeulen (2006)	Auriculastra oparica (H. Adams & A. Adams, 1854)	Ellobiidae		1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
92	WORMS:881992	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Auriculastra semiplicata (H. Adams & A. Adams, 1854)	Not Evaluated	Marine	Ashton et al. (2003)	Cylindrotis cf. quadrasi Moellendorff, 1895	Ellobiidae	Unaccepted	1737015	Sematan	2003	https://doi.org/10.1017/S0266467403003158	https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/baseline-study-of-the-diversity-and-community-ecology-of-crab-and-molluscan-macrofauna-in-the-sematan-mangrove-forest-sarawak-malaysia/2C21C33D600716C1AB6DD3BFD928F134	Ashton, E. C., Macintosh, D. J., & Hogarth, P. J. (2003). A baseline study of the diversity and community ecology of crab and molluscan macrofauna in the Sematan mangrove forest, Sarawak, Malaysia. Journal of Tropical Ecology, 19(2), 127–142. 
93	WORMS:881992	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Auriculastra semiplicata (H. Adams & A. Adams, 1854)	Not Evaluated	Marine	Raven and Vermeulen (2006)	Auriculastra semiplicata (H. Adams & A. Adams, 1854)	Ellobiidae		1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
94	WORMS:881994	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Auriculastra siamensis (Brandt, 1974)	Not Evaluated	Marine	Raven and Vermeulen (2006)	Auriculastra siamensis (Brandt, 1974)	Ellobiidae		1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
95	WORMS:574836	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Auriculastra subula (Quoy & Gaimard, 1832)	Least Concern	Marine	Ashton et al. (2003)	Auriculastra cf. subula (Quoy & Gaimard, 1832)	Ellobiidae		1737015	Sematan	2003	https://doi.org/10.1017/S0266467403003158	https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/baseline-study-of-the-diversity-and-community-ecology-of-crab-and-molluscan-macrofauna-in-the-sematan-mangrove-forest-sarawak-malaysia/2C21C33D600716C1AB6DD3BFD928F134	Ashton, E. C., Macintosh, D. J., & Hogarth, P. J. (2003). A baseline study of the diversity and community ecology of crab and molluscan macrofauna in the Sematan mangrove forest, Sarawak, Malaysia. Journal of Tropical Ecology, 19(2), 127–142. 
96	WORMS:574836	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Auriculastra subula (Quoy & Gaimard, 1832)	Least Concern	Marine	Raven and Vermeulen (2006)	Auriculastra subula (Quoy & Gaimard, 1832)	Ellobiidae		1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
97	WORMS:574847	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Blauneria quadrasi Möllendorff, 1895	Not Evaluated	Marine	Raven and Vermeulen (2006)	Blauneria quadrasi Möllendorff, 1895	Ellobiidae		1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
98	WORMS:763389	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Cassidula aurisfelis (Bruguière, 1789)	Least Concern	Marine	Matsumoto et al. (2017)	Cassidula aurisfelis	Ellobiidae		1736483	Marudu Bay	2017		https://iwlearn.net/resolveuid/9edc3b9c-24ac-47a8-a1c7-fb1c2ff9da7b	Matsumoto, M. B., Saleh, E., Waheed, Z., Muhammad Ali, S., & Madin, J. (2017). Marine profiling of Marudu Bay, Sabah, Malaysia: Final Report.pp.88.
99	WORMS:763389	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Cassidula aurisfelis (Bruguière, 1789)	Least Concern	Marine	Raven and Vermeulen (2006)	Cassidula aurisfelis (Bruguière, 1789)	Ellobiidae		1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
100	WORMS:215283	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Cassidula labrella (Deshayes, 1830)	Least Concern	Marine	Al-Asif et al. (2020)	Cassidula labrella	Ellobiidae		1737625	Lawas	2020	https://doi.org/10.13057/biodiv/d211019	https://smujo.id/biodiv/article/view/6548	Al-Asif, A., Hamli, H., Abu Hena, M. K., Idris, M. H., Gerusu, G. J., Ismail, J. Bin, & Karim, N. U. (2020). Benthic macrofaunal assemblage in seagrass-mangrove complex and adjacent ecosystems of Punang-Sari Estuary, Lawas, Sarawak, Malaysia. Biodiversitas, 21(10), 4606–4615.
101	WORMS:549377	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Cassidula nucleus (Gmelin, 1791)	Data Deficient	Marine	Al-Asif et al. (2020)	Cassidula nucleus	Ellobiidae		1737625	Lawas	2020	https://doi.org/10.13057/biodiv/d211019	https://smujo.id/biodiv/article/view/6548	Al-Asif, A., Hamli, H., Abu Hena, M. K., Idris, M. H., Gerusu, G. J., Ismail, J. Bin, & Karim, N. U. (2020). Benthic macrofaunal assemblage in seagrass-mangrove complex and adjacent ecosystems of Punang-Sari Estuary, Lawas, Sarawak, Malaysia. Biodiversitas, 21(10), 4606–4615.
102	WORMS:549377	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Cassidula nucleus (Gmelin, 1791)	Data Deficient	Marine	Shabdin and Hidir (2008)	Cassidula nucleus			1751136	Pendam	2008		https://www.academia.edu/2572976/PLANT_AND_GASTROPODS_ZONATIONIN_SUNGAI_SEJAIE_MANGROYE_SARAWAK	Shabdin, M. L., & Hidir, M. (2008). Plant and gastropods zonation in Sungai Sejaie Mangrove, Sarawak. The Sarawak Museum Journal, 65, 301–313.
103	WORMS:549377	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Cassidula nucleus (Gmelin, 1791)	Data Deficient	Marine	Matsumoto et al. (2017)	Cassidula nucleus	Ellobiidae		1736483	Marudu Bay	2017		https://iwlearn.net/resolveuid/9edc3b9c-24ac-47a8-a1c7-fb1c2ff9da7b	Matsumoto, M. B., Saleh, E., Waheed, Z., Muhammad Ali, S., & Madin, J. (2017). Marine profiling of Marudu Bay, Sabah, Malaysia: Final Report.pp.88.
104	WORMS:549377	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Cassidula nucleus (Gmelin, 1791)	Data Deficient	Marine	Ashton et al. (2003)	Cassidula mustelina (Deshayes, 1830)	Ellobiidae	Unaccepted	1737015	Sematan	2003	https://doi.org/10.1017/S0266467403003158	https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/baseline-study-of-the-diversity-and-community-ecology-of-crab-and-molluscan-macrofauna-in-the-sematan-mangrove-forest-sarawak-malaysia/2C21C33D600716C1AB6DD3BFD928F134	Ashton, E. C., Macintosh, D. J., & Hogarth, P. J. (2003). A baseline study of the diversity and community ecology of crab and molluscan macrofauna in the Sematan mangrove forest, Sarawak, Malaysia. Journal of Tropical Ecology, 19(2), 127–142. 
105	WORMS:549377	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Cassidula nucleus (Gmelin, 1791)	Data Deficient	Marine	Raven and Vermeulen (2006)	Cassidula nucleus (Gmelin, 1791)	Ellobiidae		1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
106	WORMS:763465	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Cassidula sowerbyana (L. Pfeiffer, 1853)	Not Evaluated	Marine	Raven and Vermeulen (2006)	Cassidula sowerbyana (L. Pfeiffer, 1853)	Ellobiidae		1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
107	WORMS:205152	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Cassidula sp. 1 Férussac, 1821	Not Evaluated	Marine	Matsumoto et al. (2017)	Cassidula sp.	Ellobiidae		1736483	Marudu Bay	2017		https://iwlearn.net/resolveuid/9edc3b9c-24ac-47a8-a1c7-fb1c2ff9da7b	Matsumoto, M. B., Saleh, E., Waheed, Z., Muhammad Ali, S., & Madin, J. (2017). Marine profiling of Marudu Bay, Sabah, Malaysia: Final Report.pp.88.
108	WORMS:827710	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Cassidula vespertilionis (Lesson, 1831)	Not Evaluated	Marine	Raven and Vermeulen (2006)	Cassidula vespertilionis (Lesson, 1831)	Ellobiidae		1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
109	WORMS:574843	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Ellobium aurisjudae (Linnaeus, 1758)	Least Concern	Marine	Al-Asif et al. (2020)	Ellobium aurisjudae	Ellobiidae		1737625	Lawas	2020	https://doi.org/10.13057/biodiv/d211019	https://smujo.id/biodiv/article/view/6548	Al-Asif, A., Hamli, H., Abu Hena, M. K., Idris, M. H., Gerusu, G. J., Ismail, J. Bin, & Karim, N. U. (2020). Benthic macrofaunal assemblage in seagrass-mangrove complex and adjacent ecosystems of Punang-Sari Estuary, Lawas, Sarawak, Malaysia. Biodiversitas, 21(10), 4606–4615.
110	WORMS:574843	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Ellobium aurisjudae (Linnaeus, 1758)	Least Concern	Marine	Abu Hena et al. (2016)	Ellobium aurisjudae			1743770	Sibuti	2016		https://www.researchgate.net/publication/309589750_Diversity_of_Macro-benthos_in_the_Mangrove_Forest_of_Kuala_Sibuti_Miri_Sarawak	Abu Hena, M. K., Idris, M. H., Khairul, R. M. Y., Bhuiyan, M. K. A., Hoque, N., & Kumar, U. (2016). Diversity of macro-benthos in the mangrove forest of Kuala Sibuti, Miri, Sarawak. Malaysia International Biology Symposium (i-SIMBIOMAS 2016).
111	WORMS:574843	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Ellobium aurisjudae (Linnaeus, 1758)	Least Concern	Marine	 Hamli et al. (2013)	Ellobium aurisjudae (Linnaeus, 1758)	Melampidae	FamilyChanged	1733038	Sarawak	2013	https://doi.org/10.3923/jfas.2013.412.418	https://scialert.net/abstract/?doi=jfas.2013.412.418	Hamli, H., Idris, M. H., Abu Hena, M. K., Wong, S. K., & Arshad, A. (2013). Checklist and habitat descriptions of edible gastropods from Sarawak, Malaysia. Journal of Fisheries and Aquatic Science, 8(2), 412–418.
112	WORMS:574843	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Ellobium aurisjudae (Linnaeus, 1758)	Least Concern	Marine	 Hamli et al. (2012a)	Ellobium aurisjudae	Melampide	FamilyChanged	1733038	Sarawak	2012	https://doi.org/10.18517/ijaseit.2.4.202	http://ijaseit.insightsociety.org/index.php?option=com_content&view=article&id=9&Itemid=1&article_id=202	Hamli, H., Idris, M. H., Abu Hena, M. K., & Wong, S. K. (2012a). Diversity of edible mollusc (Gastropoda and Bivalvia) at selected divison of Sarawak, Malaysia. International Journal on Advanced Science, Engineering and Information Technology, 2(4), 5–7. 
113	WORMS:574843	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Ellobium aurisjudae (Linnaeus, 1758)	Least Concern	Marine	Shabdin and Hidir (2008)	Ellobium aurisjuddae		Misspelling	1751136	Pendam	2008		https://www.academia.edu/2572976/PLANT_AND_GASTROPODS_ZONATIONIN_SUNGAI_SEJAIE_MANGROYE_SARAWAK	Shabdin, M. L., & Hidir, M. (2008). Plant and gastropods zonation in Sungai Sejaie Mangrove, Sarawak. The Sarawak Museum Journal, 65, 301–313.
114	WORMS:574843	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Ellobium aurisjudae (Linnaeus, 1758)	Least Concern	Marine	Shabdin and Alfred (2007)	Ellobium polita		Unaccepted	1733038	Sarawak	2007		https://www.academia.edu/2572985/COMMERCIAL_MOLLUSCS_DISTRIBUTION_OF_THE_WESTERN_PART_OF_SARAWAK	Shabdin, M. Long, & Alfred, A. (2007). Commercial molluscs distribution of the Western part of Sarawak. The Sarawak Museum Journal, 63, 167–178.
115	WORMS:574843	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Ellobium aurisjudae (Linnaeus, 1758)	Least Concern	Marine	Ashton et al. (2003)	Ellobium aurisjudae (Linnaeus, 1758)	Ellobiidae		1737015	Sematan	2003	https://doi.org/10.1017/S0266467403003158	https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/baseline-study-of-the-diversity-and-community-ecology-of-crab-and-molluscan-macrofauna-in-the-sematan-mangrove-forest-sarawak-malaysia/2C21C33D600716C1AB6DD3BFD928F134	Ashton, E. C., Macintosh, D. J., & Hogarth, P. J. (2003). A baseline study of the diversity and community ecology of crab and molluscan macrofauna in the Sematan mangrove forest, Sarawak, Malaysia. Journal of Tropical Ecology, 19(2), 127–142. 
116	WORMS:574843	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Ellobium aurisjudae (Linnaeus, 1758)	Least Concern	Marine	Raven and Vermeulen (2006)	Ellobium aurisjudae (Linnaeus, 1758)	Ellobiidae		1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
117	WORMS:574843	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Ellobium aurismidae (Linnaeus, 1758)	Least Concern	Marine	Ashton et al. (2003)	Ellobium aurismidae (Linnaeus, 1758)	Ellobiidae		1737015	Sematan	2003	https://doi.org/10.1017/S0266467403003158	https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/baseline-study-of-the-diversity-and-community-ecology-of-crab-and-molluscan-macrofauna-in-the-sematan-mangrove-forest-sarawak-malaysia/2C21C33D600716C1AB6DD3BFD928F134	Ashton, E. C., Macintosh, D. J., & Hogarth, P. J. (2003). A baseline study of the diversity and community ecology of crab and molluscan macrofauna in the Sematan mangrove forest, Sarawak, Malaysia. Journal of Tropical Ecology, 19(2), 127–142. 
118	WORMS:574843	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Ellobium aurismidae (Linnaeus, 1758)	Least Concern	Marine	Raven and Vermeulen (2006)	Ellobium aurismidae (Linnaeus, 1758)	Ellobiidae		1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
119	WORMS:872447	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Ellobium chinense (L. Pfeiffer, 1856)	Data Deficient	Marine	Shabdin and Alfred (2007)	Ellobium chinensis		Misspelling	1733038	Sarawak	2007		https://www.academia.edu/2572985/COMMERCIAL_MOLLUSCS_DISTRIBUTION_OF_THE_WESTERN_PART_OF_SARAWAK	Shabdin, M. Long, & Alfred, A. (2007). Commercial molluscs distribution of the Western part of Sarawak. The Sarawak Museum Journal, 63, 167–178.
120	WORMS:881999	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Ellobium scheepmakeri (Petit de la Saussaye, 1850)	Not Evaluated	Marine	Raven and Vermeulen (2006)	Ellobium scheepmakeri (Petit de la Saussaye, 1850)	Ellobiidae		1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
121	WORMS:882002	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Ellobium tornatelliforme (Petit de la Saussaye, 1843)	Not Evaluated	Marine	Raven and Vermeulen (2006)	Ellobium tornatelliforme (Petit de la Saussaye, 1843)	Ellobiidae		1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
122	WORMS:420637	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Laemodonta cubensis (Pfeiffer, 1854)	Not Evaluated	Marine	Yusop (2014)	Laemodonta cubensis (Pfeiffer, 1854)	Ellobiidae		1737486	Bintulu	2014		http://discoverylib.upm.edu.my/discovery/Record/556747	Yusop, Y. (2014). Distribution and Diversity of Gastropods from Bintulu Rocky shore. Universiti Putra Malaysia.
123	WORMS:558423	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Laemodonta monilifera (H. Adams & A. Adams, 1854)	Not Evaluated	Marine	Raven and Vermeulen (2006)	Laemodonta monilifera (H. Adams & A. Adams, 1854)	Ellobiidae		1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
124	WORMS:872470	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Laemodonta punctatostriata (H. Adams & A. Adams, 1854)	Not Evaluated	Marine	Ashton et al. (2003)	Laemodonta punctatostriata (H. & A. Adams, 1853)	Ellobiidae		1737015	Sematan	2003	https://doi.org/10.1017/S0266467403003158	https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/baseline-study-of-the-diversity-and-community-ecology-of-crab-and-molluscan-macrofauna-in-the-sematan-mangrove-forest-sarawak-malaysia/2C21C33D600716C1AB6DD3BFD928F134	Ashton, E. C., Macintosh, D. J., & Hogarth, P. J. (2003). A baseline study of the diversity and community ecology of crab and molluscan macrofauna in the Sematan mangrove forest, Sarawak, Malaysia. Journal of Tropical Ecology, 19(2), 127–142. 
125	WORMS:872470	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Laemodonta punctatostriata (H. Adams & A. Adams, 1854)	Not Evaluated	Marine	Raven and Vermeulen (2006)	Laemodonta punctatostriata (H. Adams & A. Adams, 1854)	Ellobiidae		1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
126	WORMS:872470	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Laemodonta punctigera (H. Adams & A. Adams, 1854)	Least Concern	Marine	Ashton et al. (2003)	Laemodonta punctigera (H. & A. Adams, 1853)	Ellobiidae		1737015	Sematan	2003	https://doi.org/10.1017/S0266467403003158	https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/baseline-study-of-the-diversity-and-community-ecology-of-crab-and-molluscan-macrofauna-in-the-sematan-mangrove-forest-sarawak-malaysia/2C21C33D600716C1AB6DD3BFD928F134	Ashton, E. C., Macintosh, D. J., & Hogarth, P. J. (2003). A baseline study of the diversity and community ecology of crab and molluscan macrofauna in the Sematan mangrove forest, Sarawak, Malaysia. Journal of Tropical Ecology, 19(2), 127–142. 
127	WORMS:872470	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Laemodonta punctigera (H. Adams & A. Adams, 1854)	Least Concern	Marine	Raven and Vermeulen (2006)	Laemodonta punctigera (H. Adams & A. Adams, 1854)	Ellobiidae		1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
