SourceOccurrenceId	SourceTaxonId	Kingdom	Phylum	Class	Order/Subclass/Superorder	Superfamily	Family	Species	IUCN Status	Habitat	Citation	ReportedSpeciesName	ReportedSourceFamily	TypeOfIncon	LocalityID	LocalityName	YYYY	DOI	referenceUrl	ReferenceCitation
550	WORMS:747114	Animalia	Mollusca	Bivalvia	Venerida	Cyrenoidea	Cyrenidae	Geloina expansa (Mousson, 1849)	Least Concern	Marine	Shabdin (2010)	Polymesoda similis		Unaccepted	1735843	Rajang delta	2010		https://www.ums.edu.my/ibtpv2/images/publication/JTBC/JTBC-VOL-7/2%20-%20shabdin.pdf	Shabdin, Mohd Long. (2010). Macrofauna of Rajang River, Sarawak, Malaysian Borneo. Journal of Tropical Biology and Conservation, 7(1), 11–30.
551	WORMS:747114	Animalia	Mollusca	Bivalvia	Venerida	Cyrenoidea	Cyrenidae	Geloina expansa (Mousson, 1849)	Least Concern	Marine	Hamli et al. (2015)	Polymesoda expansa	Corbiculidae	Unaccepted	1733038	Sarawak	2015		https://rdo.psu.ac.th/sjstweb/journal/37-1/-37-1-3.pdf	Hamli, Hadi, Rahim, A. A., Idris, M. H., Abu Hena, M. K., & King, W. S. (2015). Morphometric variation among three local mangrove clam species of corbiculidae. Songklanakarin Journal of Science and Technology, 37(1), 15–20.
552	WORMS:415847	Animalia	Mollusca	Bivalvia	Venerida	Cyrenoidea	Cyrenidae	Polymesoda sp.1 Rafinesque, 1820	Not Evaluated	Marine	Abu Hena et al. (2016)	Polymesoda sp.			1743770	Sibuti	2016		https://www.researchgate.net/publication/309589750_Diversity_of_Macro-benthos_in_the_Mangrove_Forest_of_Kuala_Sibuti_Miri_Sarawak	Abu Hena, M. K., Idris, M. H., Khairul, R. M. Y., Bhuiyan, M. K. A., Hoque, N., & Kumar, U. (2016). Diversity of macro-benthos in the mangrove forest of Kuala Sibuti, Miri, Sarawak. Malaysia International Biology Symposium (i-SIMBIOMAS 2016).
553	WORMS:415847	Animalia	Mollusca	Bivalvia	Venerida	Cyrenoidea	Cyrenidae	Polymesoda sp.2 Rafinesque, 1820	Not Evaluated	Marine	Hamli et al. (2015)	Polymesoda sp.	Corbiculidae	FamilyChanged	1733038	Sarawak	2015		https://rdo.psu.ac.th/sjstweb/journal/37-1/-37-1-3.pdf	Hamli, Hadi, Rahim, A. A., Idris, M. H., Abu Hena, M. K., & King, W. S. (2015). Morphometric variation among three local mangrove clam species of corbiculidae. Songklanakarin Journal of Science and Technology, 37(1), 15–20.
554	WORMS:415847	Animalia	Mollusca	Bivalvia	Venerida	Cyrenoidea	Cyrenidae	Polymesoda sp.3 Rafinesque, 1820	Not Evaluated	Marine	Matsumoto et al. (2017)	Polymesoda sp.	Cyrenidae		1736483	Marudu Bay	2017		https://iwlearn.net/resolveuid/9edc3b9c-24ac-47a8-a1c7-fb1c2ff9da7b	Matsumoto, M. B., Saleh, E., Waheed, Z., Muhammad Ali, S., & Madin, J. (2017). Marine profiling of Marudu Bay, Sabah, Malaysia: Final Report.pp.88.
555	WORMS:216485	Animalia	Mollusca	Bivalvia	Cardiida	Tellinoidea	Donacidae	Donax faba Gmelin, 1791	Not Evaluated	Marine	Al-Asif et al. (2020)	Donax faba	Donacidae 		1737625	Lawas	2020	https://doi.org/10.13057/biodiv/d211019	https://smujo.id/biodiv/article/view/6548	Al-Asif, A., Hamli, H., Abu Hena, M. K., Idris, M. H., Gerusu, G. J., Ismail, J. Bin, & Karim, N. U. (2020). Benthic macrofaunal assemblage in seagrass-mangrove complex and adjacent ecosystems of Punang-Sari Estuary, Lawas, Sarawak, Malaysia. Biodiversitas, 21(10), 4606–4615.
556	WORMS:507446	Animalia	Mollusca	Bivalvia	Venerida	Cyrenoidea	Glauconomidae	Glauconome virens (Linnaeus, 1767)	Not Evaluated	Marine	Hamli et al. (2012a)	Gluconome virens	Gluconomidae	Misspelling	1733038	Sarawak	2012	https://doi.org/10.18517/ijaseit.2.4.202	http://ijaseit.insightsociety.org/index.php?option=com_content&view=article&id=9&Itemid=1&article_id=202	Hamli, H., Idris, M. H., Abu Hena, M. K., & Wong, S. K. (2012a). Diversity of edible mollusc (Gastropoda and Bivalvia) at selected divison of Sarawak, Malaysia. International Journal on Advanced Science, Engineering and Information Technology, 2(4), 5–7. 
557	WORMS:507446	Animalia	Mollusca	Bivalvia	Venerida	Cyrenoidea	Glauconomidae	Glauconome virens (Linnaeus, 1767)	Not Evaluated	Marine	Hamli et al. (2012b)	Gluconome virens	Gluconomidae	Misspelling	1733038	Sarawak	2012	https://dx.doi.org/10.3923/ijzr.2012.52.58	https://scialert.net/abstract/?doi=ijzr.2012.52.58	Hamli, Hadi, Idris, M. H., Abu Hena, M. K., & Wong, S. K. (2012b). Taxonomic study of edible bivalve from selected division of Sarawak, Malaysia. International Journal of Zoological Research, 8(1), 52-58.
558	WORMS:138091	Animalia	Mollusca	Bivalvia	Ostreida	Pterioidea	Isognomonidae	Isognomon sp.1 Lightfoot, 1786	Not Evaluated	Marine	Matsumoto et al. (2017)	Isognomon sp.	Pteriidae 		1736483	Marudu Bay	2017		https://iwlearn.net/resolveuid/9edc3b9c-24ac-47a8-a1c7-fb1c2ff9da7b	Matsumoto, M. B., Saleh, E., Waheed, Z., Muhammad Ali, S., & Madin, J. (2017). Marine profiling of Marudu Bay, Sabah, Malaysia: Final Report.pp.88.
559	WORMS:420736	Animalia	Mollusca	Bivalvia	Ostreida	Pterioidea	Isognomonidae	Isognomon alatus (Gmelin, 1791)	Not Evaluated	Marine	Wong and Arshad (2011)	Isognomon alatus (Gmelin, 1791)	Isognomonidae		1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
560	WORMS:208462	Animalia	Mollusca	Bivalvia	Ostreida	Pterioidea	Isognomonidae	Isognomon ephippium (Linnaeus, 1758)	Not Evaluated	Marine	Ashton et al. (2003)	Isognomon ephippium (Linnaeus, 1758)	Isognomonidae		1737015	Sematan	2003	https://doi.org/10.1017/S0266467403003158	https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/baseline-study-of-the-diversity-and-community-ecology-of-crab-and-molluscan-macrofauna-in-the-sematan-mangrove-forest-sarawak-malaysia/2C21C33D600716C1AB6DD3BFD928F134	Ashton, E. C., Macintosh, D. J., & Hogarth, P. J. (2003). A baseline study of the diversity and community ecology of crab and molluscan macrofauna in the Sematan mangrove forest, Sarawak, Malaysia. Journal of Tropical Ecology, 19(2), 127–142. 
561	WORMS:208462	Animalia	Mollusca	Bivalvia	Ostreida	Pterioidea	Isognomonidae	Isognomon ephippium (Linnaeus, 1758)	Not Evaluated	Marine	Hamli et al. (2012b)	Isognomon ephippium	Isognomonidae		1733038	Sarawak	2012	https://dx.doi.org/10.3923/ijzr.2012.52.58	https://scialert.net/abstract/?doi=ijzr.2012.52.58	Hamli, Hadi, Idris, M. H., Abu Hena, M. K., & Wong, S. K. (2012b). Taxonomic study of edible bivalve from selected division of Sarawak, Malaysia. International Journal of Zoological Research, 8(1), 52-58.
562	WORMS:208469	Animalia	Mollusca	Bivalvia	Ostreida	Pterioidea	Isognomonidae	Isognomon nucleus (Lamarck, 1819)	Not Evaluated	Marine	Matsumoto et al. (2017)	Isonomon nucleus	Pteriidae 	Misspelling	1736483	Marudu Bay	2017		https://iwlearn.net/resolveuid/9edc3b9c-24ac-47a8-a1c7-fb1c2ff9da7b	Matsumoto, M. B., Saleh, E., Waheed, Z., Muhammad Ali, S., & Madin, J. (2017). Marine profiling of Marudu Bay, Sabah, Malaysia: Final Report.pp.88.
563	WORMS:539158	Animalia	Mollusca	Bivalvia	Limida	Limoidea	Limidae	Ctenoides philippinarum Masahito & Habe, 1978	Not Evaluated	Marine	Al-Asif et al. (2020)	Ctenoides philippinarum	Limidae 		1737625	Lawas	2020	https://doi.org/10.13057/biodiv/d211019	https://smujo.id/biodiv/article/view/6548	Al-Asif, A., Hamli, H., Abu Hena, M. K., Idris, M. H., Gerusu, G. J., Ismail, J. Bin, & Karim, N. U. (2020). Benthic macrofaunal assemblage in seagrass-mangrove complex and adjacent ecosystems of Punang-Sari Estuary, Lawas, Sarawak, Malaysia. Biodiversitas, 21(10), 4606–4615.
564	WORMS:420747	Animalia	Mollusca	Bivalvia	Limida	Limoidea	Limidae	Ctenoides scaber (Born, 1778)	Not Evaluated	Marine	Wong and Arshad (2011)	Ctenoides scabra (Born, 1778)	Limidae 	Unaccepted	1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
565	WORMS:464178	Animalia	Mollusca	Bivalvia	Lucinida	Lucinoidea	Lucinidae	Lepidolucina venusta (Philippi, 1847)	Not Evaluated	Marine	Al-Asif et al. (2020)	Lepidolucina venusta	Lucinidae		1737625	Lawas	2020	https://doi.org/10.13057/biodiv/d211019	https://smujo.id/biodiv/article/view/6548	Al-Asif, A., Hamli, H., Abu Hena, M. K., Idris, M. H., Gerusu, G. J., Ismail, J. Bin, & Karim, N. U. (2020). Benthic macrofaunal assemblage in seagrass-mangrove complex and adjacent ecosystems of Punang-Sari Estuary, Lawas, Sarawak, Malaysia. Biodiversitas, 21(10), 4606–4615.
566	WORMS:507057	Animalia	Mollusca	Bivalvia	Ostreida	Pterioidea	Malleidae	Malleus albus Lamarck, 1819	Not Evaluated	Marine	Wong and Arshad (2011)	Malleus albus Lamarck, 1819	Malleidae		1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
567	WORMS:207899	Animalia	Mollusca	Bivalvia	Ostreida	Pterioidea	Margaritidae	Pinctada margaritifera (Linnaeus, 1758)	Not Evaluated	Marine	Wong and Arshad (2011)	Pinctada margaritifera (Linnaeus, 1758)	Pteriidae	FamilyChanged	1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
568	WORMS:1509817	Animalia	Mollusca	Bivalvia	Mytilida	Mytiloidea	Mytilidae	Byssogerdius striatulus (Hanley, 1843)	Not Evaluated	Marine	Raven (2019)	Brachidontes striatulus (Hanley, 1843)	Mytilidae	Unaccepted	1738167	Miri	2019		https://www.researchgate.net/publication/331358040_Notes_on_molluscs_from_NW_Borneo_-_Dispersal_of_molluscs_through_nipa_rafts	Raven, H. (2019). Notes on molluscs from NW Borneo - Dispersal of molluscs through nipa rafts. The Festivus, 51(1), 3–10.
569	WORMS:216616	Animalia	Mollusca	Bivalvia	Mytilida	Mytiloidea	Mytilidae	Brachidontes variabilis (Krauss, 1848)	Not Evaluated	Marine	Raven (2019)	Brachidontes variabilis (Krauss, 1848)			1738167	Miri	2019		https://www.researchgate.net/publication/331358040_Notes_on_molluscs_from_NW_Borneo_-_Dispersal_of_molluscs_through_nipa_rafts	Raven, H. (2019). Notes on molluscs from NW Borneo - Dispersal of molluscs through nipa rafts. The Festivus, 51(1), 3–10.
570	WORMS:181280	Animalia	Mollusca	Bivalvia	Mytilida	Mytiloidea	Mytilidae	Septifer sp.1 Récluz, 1848	Not Evaluated	Marine	Shabdin et al. (2014)	Septifer sp.1			1735616	Sampadi Island	2014		https://www.researchgate.net/publication/269395974_Marine_Gastropod_and_Bivalves_of_Sampadi_Island_Lundu_Sarawak	Shabdin, M.L., Azizil, A., Abg, F., Atiqah, S., & Rahim, A. (2014). Marine gastropod and bivalves of Sampadi Island, Lundu, Sarawak. Proceedings of Aquatic Science Colloquium on Pulau Sampadi Marine Life Expedition, September, 75–87.
571	WORMS:140657	Animalia	Mollusca	Bivalvia	Ostreida	Ostreoidea	Ostreidae	Crassostrea virginica (Gmelin, 1791)	Not Evaluated	Marine	Shabdin et al. (2014)	Crassostrea virginiea		Misspelling	1735616	Sampadi Island	2014		https://www.researchgate.net/publication/269395974_Marine_Gastropod_and_Bivalves_of_Sampadi_Island_Lundu_Sarawak	Shabdin, M.L., Azizil, A., Abg, F., Atiqah, S., & Rahim, A. (2014). Marine gastropod and bivalves of Sampadi Island, Lundu, Sarawak. Proceedings of Aquatic Science Colloquium on Pulau Sampadi Marine Life Expedition, September, 75–87.
572	WORMS:216638	Animalia	Mollusca	Bivalvia	Ostreida	Ostreoidea	Ostreidae	Lopha cristagalli (Linnaeus, 1758)	Not Evaluated	Marine	Shabdin et al. (2014)	Lopha sp.1			1735616	Sampadi Island	2014		https://www.researchgate.net/publication/269395974_Marine_Gastropod_and_Bivalves_of_Sampadi_Island_Lundu_Sarawak	Shabdin, M.L., Azizil, A., Abg, F., Atiqah, S., & Rahim, A. (2014). Marine gastropod and bivalves of Sampadi Island, Lundu, Sarawak. Proceedings of Aquatic Science Colloquium on Pulau Sampadi Marine Life Expedition, September, 75–87.
573	WORMS:216638	Animalia	Mollusca	Bivalvia	Ostreida	Ostreoidea	Ostreidae	Lopha cristagalli (Linnaeus, 1758)	Not Evaluated	Marine	Wong and Arshad (2011)	Lopha cristagalli (Linnaeus, 1758)	Ostreidae 		1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
574	WORMS:836036	Animalia	Mollusca	Bivalvia	Ostreida	Ostreoidea	Ostreidae	Magallana bilineata (Röding, 1798)	Not Evaluated	Marine	Shabdin (2010)	Crassostrea iredalei		Unaccepted	1735843	Rajang delta	2010		https://www.ums.edu.my/ibtpv2/images/publication/JTBC/JTBC-VOL-7/2%20-%20shabdin.pdf	Shabdin, Mohd Long. (2010). Macrofauna of Rajang River, Sarawak, Malaysian Borneo. Journal of Tropical Biology and Conservation, 7(1), 11–30.
575	WORMS:836036	Animalia	Mollusca	Bivalvia	Ostreida	Ostreoidea	Ostreidae	Magallana bilineata (Röding, 1798)	Not Evaluated	Marine	Hamli et al. (2012b)	Crassotrea lugubris	Ostreidae 	Unaccepted	1733038	Sarawak	2012	https://dx.doi.org/10.3923/ijzr.2012.52.58	https://scialert.net/abstract/?doi=ijzr.2012.52.58	Hamli, Hadi, Idris, M. H., Abu Hena, M. K., & Wong, S. K. (2012b). Taxonomic study of edible bivalve from selected division of Sarawak, Malaysia. International Journal of Zoological Research, 8(1), 52-58.
576	WORMS:836040	Animalia	Mollusca	Bivalvia	Ostreida	Ostreoidea	Ostreidae	Magallana rivularis (Gould, 1861)	Not Evaluated	Marine	Raven (2019)	Crassostrea rivularis (Gould, 1861)	Ostreidae 	Alternate representation	1738167	Miri	2019		https://www.researchgate.net/publication/331358040_Notes_on_molluscs_from_NW_Borneo_-_Dispersal_of_molluscs_through_nipa_rafts	Raven, H. (2019). Notes on molluscs from NW Borneo - Dispersal of molluscs through nipa rafts. The Festivus, 51(1), 3–10.
577	WORMS:542155	Animalia	Mollusca	Bivalvia	Ostreida	Ostreoidea	Ostreidae	Ostrea lurida Carpenter, 1864	Not Evaluated	Marine	Shabdin et al. (2014)	Ostrea lurida			1735616	Sampadi Island	2014		https://www.researchgate.net/publication/269395974_Marine_Gastropod_and_Bivalves_of_Sampadi_Island_Lundu_Sarawak	Shabdin, M.L., Azizil, A., Abg, F., Atiqah, S., & Rahim, A. (2014). Marine gastropod and bivalves of Sampadi Island, Lundu, Sarawak. Proceedings of Aquatic Science Colloquium on Pulau Sampadi Marine Life Expedition, September, 75–87.
578	WORMS:506735	Animalia	Mollusca	Bivalvia	Ostreida	Ostreoidea	Ostreidae	Saccostrea scyphophilla (Peron & Lesueur, 1807)	Least Concern	Marine	Matsumoto et al. (2017)	Saccostrea scyphophilla	Ostreidae 		1736483	Marudu Bay	2017		https://iwlearn.net/resolveuid/9edc3b9c-24ac-47a8-a1c7-fb1c2ff9da7b	Matsumoto, M. B., Saleh, E., Waheed, Z., Muhammad Ali, S., & Madin, J. (2017). Marine profiling of Marudu Bay, Sabah, Malaysia: Final Report.pp.88.
579	WORMS:215388	Animalia	Mollusca	Bivalvia	Pectinida	Pectinoidea	Pectinidae	Amusium pleuronectes (Linnaeus, 1758)	Not Evaluated	Marine	Hamli et al. (2012a)	Amusium pleuronectes	Pectinidae		1733038	Sarawak	2012	https://doi.org/10.18517/ijaseit.2.4.202	http://ijaseit.insightsociety.org/index.php?option=com_content&view=article&id=9&Itemid=1&article_id=202	Hamli, H., Idris, M. H., Abu Hena, M. K., & Wong, S. K. (2012a). Diversity of edible mollusc (Gastropoda and Bivalvia) at selected divison of Sarawak, Malaysia. International Journal on Advanced Science, Engineering and Information Technology, 2(4), 5–7. 
580	WORMS:215388	Animalia	Mollusca	Bivalvia	Pectinida	Pectinoidea	Pectinidae	Amusium pleuronectes (Linnaeus, 1758)	Not Evaluated	Marine	Hamli et al. (2012b)	Amusium pleuronectes	Pectinidae		1733038	Sarawak	2012	https://dx.doi.org/10.3923/ijzr.2012.52.58	https://scialert.net/abstract/?doi=ijzr.2012.52.58	Hamli, Hadi, Idris, M. H., Abu Hena, M. K., & Wong, S. K. (2012b). Taxonomic study of edible bivalve from selected division of Sarawak, Malaysia. International Journal of Zoological Research, 8(1), 52-58.
581	WORMS:236719	Animalia	Mollusca	Bivalvia	Pectinida	Pectinoidea	Pectinidae	Mimachlamys varia (Linnaeus, 1758)	Not Evaluated	Marine	Wong and Arshad (2011)	Chlamys varia (Linnaeus, 1758)	Pectinidae	Unaccepted (currently placed in genus Mimachlamys)	1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
582	WORMS:208478	Animalia	Mollusca	Bivalvia	Pectinida	Pectinoidea	Pectinidae	Pedum spondyloideum (Gmelin, 1791)	Not Evaluated	Marine	Wong and Arshad (2011)	Pedum spondyloideum (Gmelin, 1791)	Pectinidae		1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
583	WORMS:413600	Animalia	Mollusca	Bivalvia	Adapedonta	Solenoidea	Pharidae	Sinonovacula constricta (Lamarck, 1818)	Not Evaluated	Marine	Ashton et al. (2003)	Sinonovacula constricta (Lamarck, 1818)	Solenidae	FamilyChanged	1737015	Sematan	2003	https://doi.org/10.1017/S0266467403003158	https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/baseline-study-of-the-diversity-and-community-ecology-of-crab-and-molluscan-macrofauna-in-the-sematan-mangrove-forest-sarawak-malaysia/2C21C33D600716C1AB6DD3BFD928F134	Ashton, E. C., Macintosh, D. J., & Hogarth, P. J. (2003). A baseline study of the diversity and community ecology of crab and molluscan macrofauna in the Sematan mangrove forest, Sarawak, Malaysia. Journal of Tropical Ecology, 19(2), 127–142. 
584	WORMS:507030	Animalia	Mollusca	Bivalvia	Myida	Pholadoidea	Pholadidae	Pholas orientalis Gmelin, 1791	Not Evaluated	Marine	Hamli et al. (2012a)	Pholas orientalis			1733038	Sarawak	2012	https://doi.org/10.18517/ijaseit.2.4.202	http://ijaseit.insightsociety.org/index.php?option=com_content&view=article&id=9&Itemid=1&article_id=202	Hamli, H., Idris, M. H., Abu Hena, M. K., & Wong, S. K. (2012a). Diversity of edible mollusc (Gastropoda and Bivalvia) at selected divison of Sarawak, Malaysia. International Journal on Advanced Science, Engineering and Information Technology, 2(4), 5–7. 
